,Active_School_Zone_Fl,Active_School_Zone_Fl_01,Amend_Supp_Fl,Amend_Supp_Fl_01,At_Intrsct_Fl,At_Intrsct_Fl_01,Cmv_Involv_Fl,Cmv_Involv_Fl_01,CrashDateFormated,Crash_Date,Crash_Fatal_Fl,Crash_Fatal_Fl_01,Crash_ID,Crash_Speed_Limit,Crash_Time,Day_of_Week,Death_Cnt,Hwy_Nbr,Hwy_Nbr_2,Hwy_Sys,Hwy_Sys_2,Incap_Injry_Cnt,Investigat_Arrv_Time,Investigat_Comp_Fl,Investigat_Comp_Fl_01,Investigat_Notify_Meth,Investigat_Notify_Time,Latitude,Local_Use,Located_Fl,Located_Fl_01,Longitude,Medical_Advisory_Fl,Medical_Advisory_Fl_01,Non_Injry_Cnt,Nonincap_Injry_Cnt,ORI_Number,Onsys_Fl,Onsys_Fl_01,Poss_Injry_Cnt,Private_Dr_Fl,Private_Dr_Fl_01,Report_Date,Road_Constr_Zone_Fl,Road_Constr_Zone_Fl_01,Road_Constr_Zone_Wrkr_Fl,Road_Constr_Zone_Wrkr_Fl_01,Rpt_Block_Num,Rpt_Hwy_Num,Rpt_Latitude,Rpt_Longitude,Rpt_Outside_City_Limit_Fl,Rpt_Outside_City_Limit_Fl_01,Rpt_Ref_Mark_Dir,Rpt_Ref_Mark_Dist_Uom,Rpt_Ref_Mark_Nbr,Rpt_Ref_Mark_Offset_Amt,Rpt_Sec_Block_Num,Rpt_Sec_Hwy_Num,Rpt_Sec_Street_Desc,Rpt_Sec_Street_Name,Rpt_Sec_Street_Pfx,Rpt_Sec_Street_Sfx,Rpt_Street_Desc,Rpt_Street_Name,Rpt_Street_Pfx,Rpt_Street_Sfx,Rr_Relat_Fl,Rr_Relat_Fl_01,Rural_Fl,Rural_Fl_01,Schl_Bus_Fl,Schl_Bus_Fl_01,Street_Name,Street_Name_2,Street_Nbr,Thousand_Damage_Fl,Thousand_Damage_Fl_01,Toll_Road_Fl,Toll_Road_Fl_01,Tot_Injry_Cnt,Txdot_Rptable_Fl,Txdot_Rptable_Fl_01,Unkn_Injry_Cnt
3302,N,0,N,0,N,0,N,0,2013-09-03 08:12:00,9/3/2013,N,0,13430251,40,8:12 AM,TUE,0,,,,,0,8:46 AM,Y,1,DISPATCHER,8:39 AM,,7340,N,0,,N,0,2,0,txspd0000,N,0,0,N,0,9/3/2013,N,0,N,0,5200,,,,N,0,,,,,12900,,,VANCE JACKSON,,,,DEZAVALA,,RD,N,0,N,0,N,0,DEZAVALA RD,,,Y,1,N,0,0,Y,1,0
3332,N,0,N,0,N,0,N,0,2013-08-24 06:25:00,8/24/2013,N,0,13433680,20,6:25 AM,SAT,0,,,,,0,6:27 AM,Y,1,SELF,6:27 AM,27.58176141,,Y,1,-99.4730931,N,0,1,0,TX2400100,N,0,0,N,0,8/26/2013,N,0,N,0,2800,,,,N,0,,,,,,,,MCPHERSON,,,,COUNTRY CLUB,,,N,0,N,0,N,0,COUNTRY CLUB BLVD,,1436.0,Y,1,N,0,0,Y,1,0
3363,N,0,N,0,N,0,N,0,2013-08-31 14:15:00,8/31/2013,N,0,13436839,15,2:15 PM,SAT,0,,,,,0,2:20 PM,Y,1,DISPATCH,2:16 PM,,,N,0,,N,0,2,0,TXSPD0000,N,0,0,Y,1,8/31/2013,N,0,N,0,1432,,,,N,0,,,,,,,,HARRY WURZBACH,,PKWY,PARKING LOT OFF OF MAIN ROADWAY,AUSTIN,,HWY,N,0,N,0,N,0,AUSTIN HWY,,,N,0,N,0,0,N,0,0
3367,N,0,N,0,N,0,N,0,2013-09-05 06:15:00,9/5/2013,N,0,13437083,30,6:15 AM,THU,0,,,,,0,7:38 AM,Y,1,DISPATCHED,7:20 AM,,FLID# 228358A,N,0,,N,0,0,0,TX0000006,N,0,0,N,0,9/5/2013,N,0,N,0,9800,,,,N,0,,,,,,,,BLYSTONE,,LN,,MONROE,,DR,N,0,N,0,N,0,MONROE DR,,,Y,1,N,0,0,N,0,1
3399,N,0,N,0,N,0,N,0,2013-09-08 18:15:00,9/8/2013,N,0,13440309,10,6:15 PM,SUN,0,,,,,0,6:45 PM,Y,1,DISPATCHED,6:15 PM,,7230,N,0,,N,0,2,0,TXSPD0000,N,0,0,Y,1,9/8/2013,N,0,N,0,,,,,N,0,,,,,,,,LOCKHILL SELMA,,RD,,MILITARY,NW,HWY,N,0,N,0,N,0,NW MILITARY HWY,,,Y,1,N,0,0,N,0,0
3497,N,0,N,0,N,0,N,0,2013-09-06 21:16:00,9/6/2013,N,0,13451567,30,9:16 PM,FRI,0,,,,,0,9:36 PM,Y,1,DISPATCHER,9:18 PM,29.39584262,,Y,1,-95.23596066,N,0,2,0,TX0200100,N,0,0,N,0,9/6/2013,N,0,N,0,300,,,,N,0,,,,,,,,OXFORD,,,,WINDSOR SQ,,,N,0,N,0,N,0,WINDSOR SQ,,323.0,Y,1,N,0,0,Y,1,0
3520,N,0,N,0,N,0,N,0,2013-09-10 18:29:00,9/10/2013,N,0,13455076,15,6:29 PM,TUE,0,,,,,0,6:42 PM,Y,1,POLICE RADIO CALL,6:37 PM,,,N,0,,N,0,1,0,TX1520200,N,0,0,Y,1,9/10/2013,N,0,N,0,4501,,,,N,0,,,,,4400,,,UNIVERSITY,,AVE,,UNIVERSITY,,AVE,N,0,N,0,N,0,UNIVERSITY AVE,,,Y,1,N,0,0,N,0,0
3529,N,0,N,0,N,0,N,0,2013-09-13 19:20:00,9/13/2013,N,0,13456029,5,7:20 PM,FRI,0,,,,,0,7:48 PM,Y,1,DISPATCHED,7:31 PM,,,N,0,,N,0,3,0,TXHPD0000,N,0,0,Y,1,9/13/2013,N,0,N,0,12300,,,,N,0,,,,,,,,COOK,,RD,CONCRETE,BELLAIRE,,BLVD,N,0,N,0,N,0,BELLAIRE BLVD,,,Y,1,N,0,0,N,0,0
3538,N,0,N,0,N,0,N,0,2013-09-17 20:30:00,9/17/2013,N,0,13456484,-1,8:30 PM,TUE,0,,,,,0,4:10 PM,N,0,DISPATCHED,4:00 PM,,3130,N,0,,N,0,0,0,TXSPD0000,N,0,0,Y,1,9/19/2013,N,0,N,0,0,,,,N,0,,,,,17700,281,,US HWY,,,,PRIVATE DRIVE,,,N,0,N,0,N,0,PRIVATE DRIVE,,,N,0,N,0,0,N,0,1
3573,N,0,N,0,N,0,N,0,2013-09-13 19:45:00,9/13/2013,N,0,13460458,40,7:45 PM,FRI,0,,,,,0,7:58 PM,Y,1,DISPATCHED,7:47 PM,29.68177747,,Y,1,-95.15570286,N,0,2,0,TX1011500,N,0,1,N,0,9/13/2013,N,0,N,0,1800,,,,N,0,,,,,3800,,,PASADENA BLVD,,,,BELTWAY 8 SB,,,N,0,N,0,N,0,E BELTWAY 8,,,Y,1,N,0,1,Y,1,0
3583,N,0,N,0,N,0,N,0,2013-09-22 22:30:00,9/22/2013,N,0,13461400,45,10:30 PM,SUN,0,,,,,0,10:52 PM,Y,1,DISPATCHED,10:45 PM,,,N,0,,N,0,2,0,TXHPD0000,N,0,0,Y,1,9/23/2013,N,0,N,0,7100,,,,N,0,,,,,,,,CHAMPIONS CENTRE,W,DR,,FM 1960,W,,N,0,N,0,N,0,W FM 1960,,,Y,1,N,0,0,N,0,0
3591,N,0,N,0,N,0,N,0,2013-09-16 14:46:00,9/16/2013,N,0,13463263,30,2:46 PM,MON,0,,,,,0,2:49 PM,Y,1,RADIO,2:47 PM,,,N,0,,N,0,1,0,TX1630300,N,0,0,N,0,9/16/2013,N,0,N,0,2000,,,,N,0,,,,,1100,,,21ST,,ST,,AVENUE K,,AVE,N,0,N,0,N,0,AVENUE K AVE,,,Y,1,N,0,0,Y,1,0
3720,N,0,N,0,Y,1,N,0,2013-10-02 12:55:00,10/2/2013,N,0,13477124,35,12:55 PM,WED,0,,,,,0,1:05 PM,Y,1,DISPATCHED,1:00 PM,,7290,N,0,,N,0,1,0,TXSPD0000,N,0,1,N,0,10/2/2013,N,0,N,0,6500,,,,N,0,,,,,6200,,,IH 10 W ACCESS RD,,,,PARK TEN,,,N,0,N,0,N,0,PARK TEN,IH 10 W ACCESS RD,,Y,1,N,0,1,Y,1,0
3830,N,0,N,0,Y,1,N,0,2013-09-27 16:20:00,9/27/2013,N,0,13487965,0,4:20 PM,FRI,0,,,,,0,3:22 PM,Y,1,PHONE,3:22 PM,31.76077484,,Y,1,-106.26827040000002,N,0,4,0,TX0710200,N,0,0,N,0,9/30/2013,N,0,N,0,,,,,N,0,,,,,,,,MONTWOOD DR WB,,DR,,JOE BATTLE BLVD SB,,,N,0,N,0,N,0,JOE BATTLE BLVD,MONTWOOD DR,,Y,1,N,0,0,Y,1,0
3866,N,0,N,0,Y,1,N,0,2013-09-16 09:00:00,9/16/2013,N,0,13494507,0,9:00 AM,MON,0,,,,,0,9:48 AM,Y,1,VIA PHONE,9:48 AM,31.89893482,,Y,1,-106.43315030000001,N,0,4,0,TX0710200,N,0,0,N,0,9/16/2013,Y,1,N,0,,,,,N,0,,,,,,,,WOODROW BEAN TRANS,,,,KENWORTHY,,ST,N,0,N,0,N,0,KENWORTHY ST,WOODROW BEAN TRANSMOUNTAIN DR,,Y,1,N,0,0,Y,1,0
3885,N,0,N,0,N,0,N,0,2013-08-30 06:24:00,8/30/2013,N,0,13501493,0,6:24 AM,FRI,0,,,,,0,6:37 AM,Y,1,DISPATCHED,6:30 AM,,1015694,N,0,,N,0,1,0,TX1010000,N,0,0,Y,1,8/30/2013,N,0,N,0,125,,,,Y,1,,,,,,45,,NOT REPORTED,,,,AIRTEX,,DR,N,0,Y,1,N,0,AIRTEX DR,,,Y,1,N,0,0,N,0,0
3951,N,0,N,0,Y,1,N,0,2013-10-06 12:09:00,10/6/2013,N,0,13519827,40,12:09 PM,SUN,0,,,,,0,12:13 PM,Y,1,DISPATCHED-RADIO,12:09 PM,,,N,0,,N,0,1,0,TX1260000,N,0,0,N,0,10/6/2013,N,0,N,0,2800,920,,,Y,1,,,,,,919,,NOT REPORTED,,,,HULLEN,,,N,0,Y,1,N,0,CR0920,CR0919,,N,0,N,0,0,N,0,1
3953,N,0,N,0,N,0,N,0,2013-09-19 17:10:00,9/19/2013,N,0,13521457,10,5:10 PM,THU,0,,,,,0,5:17 PM,Y,1,DISPATCHED,5:10 PM,,,N,0,,N,0,2,0,TX0191300,N,0,0,N,0,9/19/2013,N,0,N,0,300,,,,N,0,,,,,300,,,24TH,,ST,,24TH,,ST,N,0,N,0,N,0,24TH ST,,,Y,1,N,0,0,N,0,0
3964,N,0,N,0,N,0,N,0,2013-09-25 19:35:00,9/25/2013,N,0,13529719,0,7:35 PM,WED,0,,,,,0,7:43 PM,N,0,DISPATCH,7:39 PM,,,N,0,,N,0,1,0,TX0612800,N,0,0,Y,1,9/26/2013,N,0,N,0,1035,,,,N,0,,,,,1000,,CITY STREET,BLOCK POINT VISTA,,,PARKING LOT,HICKORY CREEK BOULEVARD,,,N,0,Y,1,N,0,HICKORY CREEK BOULEVARD,,,Y,1,N,0,0,N,0,0
3982,N,0,N,0,N,0,N,0,2013-10-01 14:15:00,10/1/2013,N,0,13546786,0,2:15 PM,TUE,0,,,,,0,3:38 PM,N,0,WALK-IN,3:38 PM,,1026114,N,0,,N,0,1,0,TX1010000,N,0,1,Y,1,10/10/2013,N,0,N,0,5005,,,,Y,1,,,,,,,,MACNAUGHTON,,RD,,ALDINE MAIL,,RD,N,0,Y,1,N,0,ALDINE MAIL RD,,,N,0,N,0,1,N,0,0
3990,N,0,N,0,N,0,N,0,2013-09-12 20:59:00,9/12/2013,N,0,13577900,20,8:59 PM,THU,0,,,,,0,9:27 PM,Y,1,POLICE DISPATCH,9:22 PM,,,N,0,,N,0,0,0,TX1520200,N,0,0,Y,1,9/12/2013,N,0,N,0,4300,,,,N,0,,,,,4300,,,ERSKINE,,AVE,,N LOOP 289,,LOOP,N,0,N,0,N,0,N LOOP 289 LOOP,,,Y,1,N,0,0,N,0,2
4039,N,0,N,0,N,0,N,0,2013-10-14 14:14:00,10/14/2013,N,0,13495464,35,2:14 PM,MON,0,,,,,0,6:00 PM,Y,1,WALK IN,6:00 PM,29.72897039,,Y,1,-95.48426606,N,0,1,0,TXHPD0000,N,0,0,N,0,10/15/2013,N,0,N,0,3300,,,,N,0,,,,,,,,SCHUMACHER,,,,FOUNTAIN VIEW,,DR,N,0,N,0,N,0,FOUNTAIN VIEW DR,,,Y,1,N,0,0,Y,1,3
4062,N,0,N,0,N,0,N,0,2013-10-13 02:20:00,10/13/2013,N,0,13499825,-1,2:20 AM,SUN,0,,,,,0,2:40 AM,Y,1,DISPATCH,2:40 AM,,,N,0,,N,0,0,0,TXHPD0000,N,0,0,Y,1,10/13/2013,N,0,N,0,6060,,,,N,0,,,,,3200,,,FOUNTAIN VIEW,,DR,,RICHMOND,,AVE,N,0,N,0,N,0,RICHMOND AVE,,,Y,1,N,0,0,N,0,1
4068,N,0,N,0,N,0,N,0,2013-10-19 18:06:00,10/19/2013,N,0,13500716,-1,6:06 PM,SAT,0,,,,,0,6:11 PM,Y,1,DISPATCH,6:10 PM,,3250,N,0,,N,0,2,0,TXSPD0000,N,0,1,Y,1,10/19/2013,N,0,N,0,13947,,,,N,0,,,,,,,,OCONNOR,,RD,,NACOGDOCHES,,RD,N,0,N,0,N,0,NACOGDOCHES RD,,,Y,1,N,0,1,N,0,0
4078,N,0,N,0,N,0,N,0,2013-10-19 11:05:00,10/19/2013,N,0,13506835,-1,11:05 AM,SAT,0,,,,,0,11:20 AM,Y,1,RADIO DISPATCH,11:08 AM,,,N,0,,N,0,1,0,TX1010200,N,0,0,N,0,10/19/2013,N,0,N,0,6406,,,,N,0,,,,,4500,,,PALMETTO,,ST,,AVNUE B,,ST,N,0,N,0,N,0,AVNUE B ST,,,Y,1,N,0,0,N,0,0
4393,N,0,N,0,N,0,N,0,2013-11-03 12:00:00,11/3/2013,N,0,13549094,40,12:00 PM,SUN,0,,,,,0,9:44 AM,N,0,DISPATCHED,9:36 AM,,1031250,N,0,,N,0,0,0,TX1010000,N,0,0,Y,1,11/4/2013,N,0,N,0,2013,,,,Y,1,,,,,,,,YOUNGLAKE,,,,FRY,N,RD,N,0,Y,1,N,0,N FRY RD,,,Y,1,N,0,0,N,0,1
4512,N,0,N,0,N,0,N,0,2013-10-19 15:00:00,10/19/2013,N,0,13560756,20,3:00 PM,SAT,0,,,,,0,7:50 AM,N,0,DISPATCH,7:45 AM,,5320,N,0,,N,0,0,0,TXSPD0000,N,0,0,Y,1,11/20/2013,N,0,N,0,6301,,,,N,0,,,,,,,,INGRAM,,RD,,LOOP 410,NW,,N,0,N,0,N,0,NW LOOP 410,,,Y,1,N,0,0,N,0,1
4616,N,0,N,0,N,0,N,0,2013-11-27 21:09:00,11/27/2013,N,0,13571735,40,9:09 PM,WED,0,,,,,0,9:20 PM,Y,1,DISPATCH,9:10 PM,,5270,N,0,,N,0,4,0,TXSPD0000,N,0,0,N,0,11/27/2013,N,0,N,0,1100,,,,N,0,,,,,,,,CULEBRA,,RD,,CALLAGHNA,,RD,N,0,N,0,N,0,CALLAGHNA RD,,,Y,1,N,0,0,Y,1,0
4645,N,0,N,0,N,0,N,0,2013-11-30 20:10:00,11/30/2013,N,0,13574532,30,8:10 PM,SAT,0,,,,,0,8:55 PM,Y,1,DISPATCHED,8:25 PM,,,N,0,,N,0,1,0,TXHPD0000,N,0,1,N,0,12/1/2013,N,0,N,0,6500,,,,N,0,,,,,12700,,,WISTERIA,,,DRY CONCRETE,SUNLIT ORCHARD,,DR,N,0,N,0,N,0,SUNLIT ORCHARD DR,,,N,0,N,0,1,N,0,0
4683,N,0,N,0,N,0,N,0,2013-11-13 07:30:00,11/13/2013,N,0,13580507,35,7:30 AM,WED,0,78,,SH,,0,7:40 AM,Y,1,RADIO,7:30 AM,,,N,0,,N,0,3,0,TX0430300,Y,1,0,N,0,11/13/2013,N,0,N,0,,78,,,N,0,,,,,,,,SH 78 AND GADDY STREET,,,,SH 78 AND GADDY STREET,,,N,0,Y,1,N,0,SH0078,SH 78 AND GADDY STREET,,Y,1,N,0,0,Y,1,0
4718,N,0,N,0,N,0,N,0,2013-12-05 19:55:00,12/5/2013,N,0,13584632,50,7:55 PM,THU,0,,,,,0,8:11 PM,Y,1,DISPATCH,7:56 PM,,,N,0,,N,0,1,0,TX0571200,N,0,0,N,0,12/5/2013,N,0,N,0,7800,,,,N,0,,,,,2600,,,VILLA DI LAGO,,DR,,LAKE RIDGE,,PKWY,N,0,N,0,N,0,LAKE RIDGE PKWY,,,Y,1,N,0,0,Y,1,0
4739,N,0,N,0,N,0,N,0,2013-12-02 09:15:00,12/2/2013,N,0,13587136,10,9:15 AM,MON,0,,,,,0,10:05 AM,Y,1,DISPATCHED,10:05 AM,,,N,0,,N,0,1,0,TXHPD0000,N,0,0,Y,1,12/2/2013,N,0,N,0,6809,,,,N,0,,,,,200,,,STOKES,,,"LEVEL, CONCRETE, DRY",FULTON,,ST,N,0,N,0,N,0,FULTON ST,,,Y,1,N,0,0,N,0,0
4840,N,0,N,0,N,0,N,0,2013-12-11 10:26:00,12/11/2013,N,0,13598379,-1,10:26 AM,WED,0,,,,,0,10:32 AM,Y,1,DISPATCHER,10:26 AM,,,N,0,,N,0,0,0,TX0790000,N,0,0,Y,1,12/11/2013,N,0,N,0,1422,,,,N,0,,,,,1400,,,WILLIAMS WAY,,BLVD,,EUGENE HEIMANN,,CIR,N,0,N,0,N,0,EUGENE HEIMANN CIR,,,Y,1,N,0,0,N,0,1
4862,N,0,N,0,N,0,N,0,2013-12-10 01:30:00,12/10/2013,N,0,13602511,35,1:30 AM,TUE,0,,,,,0,3:19 AM,Y,1,DPS MINERAL WELLS,2:34 AM,,,N,0,,N,0,1,0,TXDPS1900,N,0,0,N,0,12/13/2013,N,0,N,0,,,32.74852,-97.91023,Y,1,,,,,,,,BARNES,,RD,,BARNES,,RD,N,0,Y,1,N,0,BARNES RD,,,Y,1,N,0,0,Y,1,0
4947,N,0,N,0,N,0,N,0,2013-12-11 02:10:00,12/11/2013,N,0,13645854,30,2:10 AM,WED,0,,,,,0,4:28 AM,N,0,POLICE RADIO,4:23 AM,,,N,0,,N,0,1,1,TX1520200,N,0,0,Y,1,12/11/2013,N,0,N,0,5100,,,,N,0,,,,,6800,,,SLIDE,,RD,,69TH,,ST,N,0,N,0,N,0,69TH ST,,,Y,1,N,0,1,N,0,1
4956,N,0,N,0,N,0,N,0,2013-12-04 19:40:00,12/4/2013,N,0,13667765,0,7:40 PM,WED,0,,,,,0,7:51 PM,N,0,DISPATCHED,7:07 PM,,1026621,N,0,,N,0,2,0,TX1010000,N,0,0,Y,1,12/4/2013,N,0,N,0,3443,,,,Y,1,,,,,,,,ADDICKS CLODINE,,,2 LANE PAVED DIVIDED COUNTY ROADWAY,ADDICKS CLODINE,,RD,N,0,Y,1,N,0,ADDICKS CLODINE RD,,,Y,1,N,0,0,N,0,0
5022,N,0,N,0,N,0,N,0,2013-12-20 00:03:00,12/20/2013,N,0,13606921,35,12:03 AM,FRI,0,,,,,0,12:04 AM,Y,1,DISPATCHED,12:03 AM,29.50542988,7130,Y,1,-98.66269719,N,0,2,0,TXSPD0000,N,0,0,N,0,12/20/2013,N,0,N,0,8950,,,,N,0,,,,,,,,TEZEL ROAD,,,,SILENT SUNRISE,,,N,0,N,0,N,0,SILENT OAKS,,,Y,1,N,0,0,Y,1,0
5030,N,0,N,0,N,0,N,0,2013-12-18 16:00:00,12/18/2013,N,0,13607618,20,4:00 PM,WED,0,,,,,0,4:08 PM,Y,1,DISPATCHED,4:05 PM,,,N,0,,N,0,2,0,TXHPD0000,N,0,0,N,0,12/18/2013,N,0,N,0,16900,,,,N,0,,,,,,,,GREENS,,RD,CONCRETE,NORTHCHASE,,DR,N,0,N,0,N,0,NORTHCHASE DR,,,Y,1,N,0,0,N,0,0
5070,N,0,N,0,N,0,N,0,2013-12-26 11:37:00,12/26/2013,N,0,13612126,40,11:37 AM,THU,0,,,,,0,11:41 AM,Y,1,RADIO DISPATCH,11:37 AM,,,N,0,,N,0,1,0,TX0570100,N,0,1,N,0,12/26/2013,N,0,N,0,4600,,,,N,0,,,,,15000,,,ADDISON,,RD,,BELT TLINE,,RD,N,0,N,0,N,0,BELT TLINE RD,,,Y,1,N,0,1,Y,1,0
5161,N,0,N,0,N,0,N,0,2013-12-24 10:39:00,12/24/2013,N,0,13626654,30,10:39 AM,TUE,0,,,,,0,10:39 AM,Y,1,RADIO,10:35 AM,,,N,0,,N,0,1,1,TX1610100,N,0,0,N,0,12/24/2013,N,0,N,0,2200,,,,N,0,,,,,1400,,,6TH,,ST,,AVENUE A,,AVE,N,0,N,0,N,0,AVENUE A AVE,,,Y,1,N,0,1,Y,1,0
5203,N,0,N,0,N,0,N,0,2013-12-30 18:15:00,12/30/2013,N,0,13639228,30,6:15 PM,MON,0,,,,,0,6:34 PM,Y,1,DISPATCHED,6:27 PM,29.66083111,,Y,1,-95.10674316,N,0,2,0,TX1011300,N,0,0,N,0,12/30/2013,N,0,N,0,3300,,,,N,0,,,,,,,,AVINGTON,,,,FERNROCK,,,N,0,N,0,N,0,FERN ROCK DR,,3301.0,Y,1,N,0,0,Y,1,0
5234,N,0,N,0,N,0,Y,1,2013-12-16 16:16:00,12/16/2013,N,0,13649930,0,4:16 PM,MON,0,,,,,0,5:24 PM,Y,1,DISPATCHED,5:03 PM,,1036713,N,0,,N,0,1,0,TX1010000,N,0,0,Y,1,12/16/2013,N,0,N,0,217,,,,Y,1,,,,,,,,AIRLINE,,DR,,ALDINE MAIL,,RD,N,0,Y,1,N,0,ALDINE MAIL RD,,,N,0,N,0,0,N,0,0
3,N,0,N,0,N,0,N,0,2013-01-01 10:20:00,1/1/2013,N,0,13057545,30,10:20 AM,TUE,0,,,,,0,10:33 AM,Y,1,DISPATCH,10:23 AM,29.86226657,,Y,1,-97.94553068,N,0,1,0,TX1050100,N,0,0,N,0,1/1/2013,N,0,N,0,500,,,,N,0,,,,,,,,BROADWAY,,,,PATRICIA,,ST,N,0,N,0,N,0,PATRICIA DR,,513.0,Y,1,N,0,0,Y,1,0
11,N,0,N,0,N,0,N,0,2013-01-07 02:03:00,1/7/2013,N,0,13060959,35,2:03 AM,MON,0,,,,,0,2:12 AM,Y,1,DISPATCHED,2:03 AM,,,N,0,,N,0,1,1,TX0310100,N,0,0,N,0,1/7/2013,N,0,N,0,4600,,,,N,0,,,,,2000,,,CENTRAL,N,AVE,,JAIME ZAPATA,,RD,N,0,N,0,N,0,JAIME ZAPATA RD,,,Y,1,N,0,1,Y,1,0
61,N,0,N,0,Y,1,N,0,2013-01-05 17:11:00,1/5/2013,N,0,13077834,20,5:11 PM,SAT,0,,,,,0,5:17 PM,Y,1,RADIO DISPATCH,5:12 PM,29.49603485,,Y,1,-95.19294315,N,0,1,0,TX0840300,N,0,1,N,0,1/5/2013,N,0,N,0,,,,,N,0,,,,,,,,BOB WHITE,,DR,,FALCON RIDGE,,BLVD,N,0,N,0,N,0,FALCON RIDGE BLVD,BOB WHITE DR,,Y,1,N,0,1,Y,1,0
86,N,0,N,0,N,0,N,0,2013-01-08 17:00:00,1/8/2013,N,0,13083835,45,5:00 PM,TUE,0,,,,,0,5:30 PM,Y,1,DISPATCHED,5:30 PM,30.03294762,0,Y,1,-95.55529133,N,0,2,0,TX1010000,N,0,0,N,0,1/8/2013,N,0,N,0,18500,,,,Y,1,,,,,8700,,,SPRING CYPRESS RD,,,,CHAMPION FOREST DR,,,N,0,Y,1,N,0,CHAMPION FOREST DR,,,N,0,N,0,0,N,0,0
111,N,0,N,0,N,0,N,0,2013-01-21 18:38:00,1/21/2013,N,0,13087575,35,6:38 PM,MON,0,,,,,0,6:49 PM,Y,1,DISPATCHER,6:49 PM,29.66683067,,Y,1,-95.35009697,N,0,6,0,TXHPD0000,N,0,0,N,0,1/21/2013,N,0,N,0,5100,,,,N,0,,,,,,,,JUTLAND,,,CONCRETE,BELLFORT,,ST,N,0,N,0,N,0,BELLFORT AVE,,,Y,1,N,0,0,Y,1,0
148,N,0,N,0,N,0,N,0,2013-01-26 03:00:00,1/26/2013,N,0,13095249,5,3:00 AM,SAT,0,,,,,0,9:05 AM,Y,1,DISPATCHED,8:55 AM,,3250,N,0,,N,0,1,0,TXSPD0000,N,0,0,Y,1,1/26/2013,N,0,N,0,4303,,,,N,0,,,,,9600,,,SPRING DAWN,,,FRONT YARD OF RESIDENCE,FIRST VIEW,,DR,N,0,N,0,N,0,FIRST VIEW DR,,,Y,1,N,0,0,N,0,0
156,N,0,N,0,N,0,N,0,2013-01-19 01:47:00,1/19/2013,N,0,13096640,0,1:47 AM,SAT,0,,,,,0,1:53 AM,Y,1,POLICE DISPATCH,1:49 AM,,,N,0,,N,0,2,0,TX1520200,N,0,0,Y,1,1/19/2013,N,0,N,0,900,,,,N,0,,,,,2900,,,9,,ST,RAISING LANES PARKING LOT,UNIVERSITY,,AVE,N,0,N,0,N,0,UNIVERSITY AVE,,,Y,1,N,0,0,N,0,0
161,N,0,N,0,N,0,N,0,2013-01-28 07:14:00,1/28/2013,N,0,13097776,45,7:14 AM,MON,0,2759,,FM,,0,7:24 AM,Y,1,DISPATCH,7:14 AM,,,N,0,,N,0,2,0,TX0790000,Y,1,0,N,0,1/28/2013,N,0,N,0,600,2759,,,Y,1,,,,,,,,GREATWOOD KNOLL,,,,CRABB RIVER,,RD,N,0,Y,1,N,0,FM2759,,,Y,1,N,0,0,Y,1,0
188,N,0,N,0,Y,1,N,0,2013-01-11 15:20:00,1/11/2013,N,0,13101824,35,3:20 PM,FRI,0,,,,,0,3:36 PM,Y,1,DISPATCHED,3:20 PM,,,N,0,,N,0,2,0,TX0790000,N,0,0,N,0,1/11/2013,N,0,N,0,16760,,,,Y,1,,,,,16400,,,MAPLE DOWNS,,,,AIRPORT,W,BLVD,N,0,Y,1,N,0,W AIRPORT BLVD,MAPLE DOWNS,,Y,1,N,0,0,Y,1,0
229,N,0,N,0,N,0,N,0,2013-01-26 18:42:00,1/26/2013,N,0,13106458,30,6:42 PM,SAT,0,,,,,0,6:57 PM,Y,1,BANDERA COUNTY S.O.,6:43 PM,29.689788800000002,,Y,1,-98.98700754,N,0,1,0,,N,0,0,N,0,1/26/2013,N,0,N,0,,,29.68399999,-98.97565,Y,1,,,,,,,,COMANCHE PATH,,,,ENGLISH CROSSING,,RD,N,0,Y,1,N,0,ENGLISH CROSSING RD,,2856.0,Y,1,N,0,0,Y,1,0
234,N,0,N,0,N,0,N,0,2013-01-18 16:00:00,1/18/2013,N,0,13106908,45,4:00 PM,FRI,0,,,,,0,4:21 PM,Y,1,DPS-PIERCE,4:18 PM,29.54603782,,Y,1,-95.74603468,N,0,3,0,,N,0,4,N,0,1/18/2013,N,0,N,0,,762,29.549220000000002,-95.74895,Y,1,,,,,,,,BRAZOS TOWN CENTER,,,,NOT REPORTED,,,N,0,Y,1,N,0,THOMPSON RD,,3829.0,Y,1,N,0,4,Y,1,0
243,N,0,N,0,Y,1,N,0,2013-02-02 16:00:00,2/2/2013,N,0,13108230,35,4:00 PM,SAT,0,,,,,0,4:30 PM,Y,1,DISPATCHED,4:15 PM,,7110,N,0,,N,0,1,0,TXSPD0000,N,0,1,N,0,2/2/2013,N,0,N,0,8700,,,,N,0,,,,,8200,,,OLDE VILLAGE,,DR,,NEW GUILBEAU,,,N,0,N,0,N,0,NEW GUILBEAU,OLDE VILLAGE DR,,Y,1,N,0,1,Y,1,0
